"country","indicator","Unit","Date","Value"
"Armenia","Healthy life expectancy","score","2018","0.814928293228149"
"Armenia","Freedom to make life choices","score","2018","0.282625108957291"
"Armenia","Generosity","score","2018","0.0950329899787903"
"Armenia","Perceptions of corruption","score","2018","0.0637953281402588"
"Armenia","Life Ladder","score","2018","5.06244850158691"
"Armenia","Log GDP per capita","score","2018","9.11942386627197"
"Armenia","Social support","score","2018","0.81444901227951"
"Armenia","Healthy life expectancy at birth","years","2018","66.9000015258789"
"Armenia","Freedom to make life choices","score","2018","0.80764365196228"
"Armenia","Generosity","score","2018","-0.149108693003654"
"Armenia","Perceptions of corruption","score","2018","0.676826357841492"
"Armenia","Positive affect","score","2018","0.581487715244293"
"Armenia","Negative affect","score","2018","0.454840272665024"
"Armenia","Confidence in national government","score","2018","0.670827627182007"
"Armenia","Standard deviation of ladder by country-year","score","2018","2.10211062431335"
"Armenia","Standard deviation/Mean of ladder by country-year","score","2018","0.415235966444016"
"Armenia","GINI index (World Bank estimate), average 2000-16","score","2018","0.31925"
"Armenia","gini of household income reported in Gallup, by wp5-year","score","2018","0.406403481960297"
"Armenia","Most people can be trusted, WVS round 1994-1998","score","2018","0.234999999403954"
"Armenia","Most people can be trusted, WVS round 2010-2014","score","2018","0.109135806560516"
"Australia","Happiness Score","Scale, 0=Low ; 10=High","2018","7.22800016403198"
"Australia","Dystopia (1.88) + residual","score","2018","2.09428691864014"
"Australia","Whisker-high","score","2018","7.31458759307861"
"Australia","Whisker-low","score","2018","7.14141273498535"
"Australia","GDP per capita","score","2018","1.37154543399811"
"Australia","Social support","score","2018","1.54795742034912"
"Australia","Healthy life expectancy","score","2018","1.03553199768066"
"Australia","Freedom to make life choices","score","2018","0.557171642780304"
"Australia","Generosity","score","2018","0.331549167633057"
"Australia","Perceptions of corruption","score","2018","0.28996217250824"
"Australia","Life Ladder","score","2018","7.17699337005615"
"Australia","Log GDP per capita","score","2018","10.7210206985474"
"Australia","Social support","score","2018","0.940137267112732"
"Australia","Healthy life expectancy at birth","years","2018","73.5999984741211"
"Australia","Freedom to make life choices","score","2018","0.916028141975403"
"Australia","Generosity","score","2018","0.137795403599739"
"Australia","Perceptions of corruption","score","2018","0.404647499322891"
"Australia","Positive affect","score","2018","0.759018838405609"
"Australia","Negative affect","score","2018","0.187456369400024"
"Australia","Confidence in national government","score","2018","0.46883687376976"
"Australia","Standard deviation of ladder by country-year","score","2018","1.75028252601624"
"Australia","Standard deviation/Mean of ladder by country-year","score","2018","0.243874058127403"
"Australia","GINI index (World Bank estimate), average 2000-16","score","2018","0.34275"
"Australia","gini of household income reported in Gallup, by wp5-year","score","2018","0.429814219474792"
"Australia","Most people can be trusted, WVS round 1981-1984","score","2018","0.478149384260178"
"Australia","Most people can be trusted, WVS round 1994-1998","score","2018","0.39449205994606"
"Australia","Most people can be trusted, WVS round 2005-2009","score","2018","0.461379021406174"
"Australia","Most people can be trusted, WVS round 2010-2014","score","2018","0.518140077590942"
"Austria","Happiness Score","Scale, 0=Low ; 10=High","2018","7.24599981307983"
"Austria","Dystopia (1.88) + residual","score","2018","2.37754821777344"
"Austria","Whisker-high","score","2018","7.31284141540527"
"Austria","Whisker-low","score","2018","7.17915821075439"
"Austria","GDP per capita","score","2018","1.3755419254303"
"Austria","Social support","score","2018","1.47522246837616"
"Austria","Healthy life expectancy","score","2018","1.01577663421631"
"Austria","Freedom to make life choices","score","2018","0.532074809074402"
"Austria","Generosity","score","2018","0.243566691875458"
"Austria","Perceptions of corruption","score","2018","0.226221069693565"
"Austria","Life Ladder","score","2018","7.3960018157959"
"Austria","Log GDP per capita","score","2018","10.7418928146362"
"Austria","Social support","score","2018","0.911668121814728"
"Austria","Healthy life expectancy at birth","years","2018","73"
"Austria","Freedom to make life choices","score","2018","0.904111981391907"
"Austria","Generosity","score","2018","0.0515523329377174"
"Austria","Perceptions of corruption","score","2018","0.52306056022644"
"Austria","Positive affect","score","2018","0.752350389957428"
"Austria","Negative affect","score","2018","0.226058796048164"
"Austria","Confidence in national government","score","2018","0.488678723573685"
"Austria","Standard deviation of ladder by country-year","score","2018","1.55194008350372"
"Austria","Standard deviation/Mean of ladder by country-year","score","2018","0.209835007786751"
"Austria","GINI index (World Bank estimate), average 2000-16","score","2018","0.302692307692308"
"Austria","gini of household income reported in Gallup, by wp5-year","score","2018","0.299504399299622"
"Azerbaijan","Happiness Score","Scale, 0=Low ; 10=High","2018","5.2076997756958"
"Azerbaijan","Dystopia (1.88) + residual","score","2018","1.6796190738678"
"Azerbaijan","Whisker-high","score","2018","5.27898740768433"
"Azerbaijan","Whisker-low","score","2018","5.13641214370728"
"Azerbaijan","GDP per capita","score","2018","1.04280292987823"
"Azerbaijan","Social support","score","2018","1.14733505249023"
"Azerbaijan","Healthy life expectancy","score","2018","0.768872976303101"
"Azerbaijan","Freedom to make life choices","score","2018","0.351472288370132"
"Azerbaijan","Generosity","score","2018","0.0354719236493111"
"Azerbaijan","Perceptions of corruption","score","2018","0.182139456272125"
"Azerbaijan","Life Ladder","score","2018","5.16799545288086"
"Azerbaijan","Log GDP per capita","score","2018","9.67801380157471"
"Azerbaijan","Social support","score","2018","0.781229913234711"
"Azerbaijan","Healthy life expectancy at birth","years","2018","65.5"
"Azerbaijan","Freedom to make life choices","score","2018","0.772449254989624"
"Azerbaijan","Generosity","score","2018","-0.251795291900635"
"Azerbaijan","Perceptions of corruption","score","2018","0.56120628118515"
"Azerbaijan","Positive affect","score","2018","0.592575371265411"
"Azerbaijan","Negative affect","score","2018","0.191391661763191"
"Azerbaijan","Confidence in national government","score","2018","0.83437192440033"
"Azerbaijan","Standard deviation of ladder by country-year","score","2018","1.86330211162567"
"Azerbaijan","Standard deviation/Mean of ladder by country-year","score","2018","0.360546380281448"
"Azerbaijan","GINI index (World Bank estimate), average 2000-16","score","2018","0.211"
"Azerbaijan","gini of household income reported in Gallup, by wp5-year","score","2018","0.260409832000732"
"Azerbaijan","Most people can be trusted, WVS round 1994-1998","score","2018","0.194305688142776"
"Azerbaijan","Most people can be trusted, WVS round 2010-2014","score","2018","0.147932931780815"
"Bahrain","Happiness Score","Scale, 0=Low ; 10=High","2018","6.19939994812012"
"Bahrain","Dystopia (1.88) + residual","score","2018","1.69807624816895"
"Bahrain","Whisker-high","score","2018","6.32391309738159"
"Bahrain","Whisker-low","score","2018","6.07488679885864"
"Bahrain","GDP per capita","score","2018","1.36181056499481"
"Bahrain","Social support","score","2018","1.36755895614624"
"Bahrain","Healthy life expectancy","score","2018","0.871097266674042"
"Bahrain","Freedom to make life choices","score","2018","0.535696744918823"
"Bahrain","Generosity","score","2018","0.254980385303497"
"Bahrain","Perceptions of corruption","score","2018","0.110143572092056"
"Bangladesh","Happiness Score","Scale, 0=Low ; 10=High","2018","4.45580005645752"
"Bangladesh","Dystopia (1.88) + residual","score","2018","1.40602970123291"
"Bangladesh","Whisker-high","score","2018","4.53815078735352"
"Bangladesh","Whisker-low","score","2018","4.37344932556152"
"Bangladesh","GDP per capita","score","2018","0.562269628047943"
"Bangladesh","Social support","score","2018","0.928245067596436"
"Bangladesh","Healthy life expectancy","score","2018","0.722728550434113"
"Bangladesh","Freedom to make life choices","score","2018","0.52739155292511"
"Bangladesh","Generosity","score","2018","0.165772661566734"
"Bangladesh","Perceptions of corruption","score","2018","0.143401637673378"
"Bangladesh","Life Ladder","score","2018","4.49921703338623"
"Bangladesh","Log GDP per capita","score","2018","8.22074604034424"
"Bangladesh","Social support","score","2018","0.705556035041809"
"Bangladesh","Healthy life expectancy at birth","years","2018","64.3000030517578"
"Bangladesh","Freedom to make life choices","score","2018","0.901470839977264"
"Bangladesh","Generosity","score","2018","-0.0380083359777927"
"Bangladesh","Perceptions of corruption","score","2018","0.701421201229095"
"Bangladesh","Positive affect","score","2018","0.541344702243805"
"Bangladesh","Negative affect","score","2018","0.361237794160843"
"Bangladesh","Confidence in national government","score","2018","0.831693112850189"
"Bangladesh","Standard deviation of ladder by country-year","score","2018","2.15930318832397"
"Bangladesh","Standard deviation/Mean of ladder by country-year","score","2018","0.479928642511368"
"Bangladesh","GINI index (World Bank estimate), average 2000-16","score","2018","0.32775"
"Bangladesh","gini of household income reported in Gallup, by wp5-year","score","2018","0.367609113454819"
"Bangladesh","Most people can be trusted, WVS round 1994-1998","score","2018","0.204590156674385"
"Bangladesh","Most people can be trusted, WVS round 1999-2004","score","2018","0.232666671276093"
"Belarus","Happiness Score","Scale, 0=Low ; 10=High","2018","5.32250022888184"
"Belarus","Dystopia (1.88) + residual","score","2018","1.53080344200134"
"Belarus","Whisker-high","score","2018","5.39242219924927"
"Belarus","Whisker-low","score","2018","5.2525782585144"
"Belarus","GDP per capita","score","2018","1.06702744960785"
"Belarus","Social support","score","2018","1.46544218063354"
"Belarus","Healthy life expectancy","score","2018","0.788668632507324"
"Belarus","Freedom to make life choices","score","2018","0.23486590385437"
"Belarus","Generosity","score","2018","0.0941325351595879"
"Belarus","Perceptions of corruption","score","2018","0.141593024134636"
"Belarus","Life Ladder","score","2018","5.23376989364624"
"Belarus","Log GDP per capita","score","2018","9.7787389755249"
"Belarus","Social support","score","2018","0.904569268226624"
"Belarus","Healthy life expectancy at birth","years","2018","66.0999984741211"
"Belarus","Freedom to make life choices","score","2018","0.64360237121582"
"Belarus","Generosity","score","2018","-0.181864842772484"
"Belarus","Perceptions of corruption","score","2018","0.718455493450165"
"Belarus","Positive affect","score","2018","0.450332850217819"
"Belarus","Negative affect","score","2018","0.235728621482849"
"Belarus","Confidence in national government","score","2018","0.421278685331345"
"Belarus","Standard deviation of ladder by country-year","score","2018","1.69010710716248"
"Belarus","Standard deviation/Mean of ladder by country-year","score","2018","0.322923451662064"
"Belarus","GINI index (World Bank estimate), average 2000-16","score","2018","0.281294117647059"
"Belarus","gini of household income reported in Gallup, by wp5-year","score","2018","0.293443888425827"
"Belarus","Most people can be trusted, WVS round 1989-1993","score","2018","0.250246316194534"
"Belarus","Most people can be trusted, WVS round 1994-1998","score","2018","0.229923516511917"
"Belarus","Most people can be trusted, WVS round 2010-2014","score","2018","0.329064935445786"
"Belgium","Happiness Score","Scale, 0=Low ; 10=High","2018","6.9229998588562"
"Belgium","Dystopia (1.88) + residual","score","2018","2.23487949371338"
"Belgium","Whisker-high","score","2018","6.98840618133545"
"Belgium","Whisker-low","score","2018","6.85759353637695"
"Belgium","GDP per capita","score","2018","1.35567367076874"
"Belgium","Social support","score","2018","1.50430619716644"
"Belgium","Healthy life expectancy","score","2018","0.986164271831512"
"Belgium","Freedom to make life choices","score","2018","0.472559094429016"
"Belgium","Generosity","score","2018","0.159797638654709"
"Belgium","Perceptions of corruption","score","2018","0.209665030241013"
"Belgium","Life Ladder","score","2018","6.89217185974121"
"Belgium","Log GDP per capita","score","2018","10.6724452972412"
"Belgium","Social support","score","2018","0.929815530776978"
"Belgium","Healthy life expectancy at birth","years","2018","72"
"Belgium","Freedom to make life choices","score","2018","0.808386623859406"
"Belgium","Generosity","score","2018","-0.127278342843056"
"Belgium","Perceptions of corruption","score","2018","0.630411803722382"
"Belgium","Positive affect","score","2018","0.749562740325928"
"Belgium","Negative affect","score","2018","0.250297337770462"
"Belgium","Confidence in national government","score","2018","0.441944539546967"
"Belgium","Standard deviation of ladder by country-year","score","2018","1.54809069633484"
"Belgium","Standard deviation/Mean of ladder by country-year","score","2018","0.224615797400475"
"Belgium","GINI index (World Bank estimate), average 2000-16","score","2018","0.284307692307692"
"Belgium","gini of household income reported in Gallup, by wp5-year","score","2018","0.299524575471878"
"Benin","Happiness Score","Scale, 0=Low ; 10=High","2018","4.88320016860962"
"Benin","Dystopia (1.88) + residual","score","2018","3.04949831962585"
"Benin","Whisker-high","score","2018","5.02167510986328"
"Benin","Whisker-low","score","2018","4.74472522735596"
"Benin","GDP per capita","score","2018","0.393273055553436"
"Benin","Social support","score","2018","0.437461227178574"
"Benin","Healthy life expectancy","score","2018","0.396601945161819"
"Benin","Freedom to make life choices","score","2018","0.349441289901733"
"Benin","Generosity","score","2018","0.175394043326378"
"Benin","Perceptions of corruption","score","2018","0.0815335884690285"
"Benin","Life Ladder","score","2018","5.81982707977295"
"Benin","Log GDP per capita","score","2018","7.66390705108643"
"Benin","Social support","score","2018","0.5035440325737"
"Benin","Healthy life expectancy at birth","years","2018","54.2999992370605"
"Benin","Freedom to make life choices","score","2018","0.713264048099518"
"Benin","Generosity","score","2018","0.0246611647307873"
"Benin","Perceptions of corruption","score","2018","0.746510744094849"
"Benin","Positive affect","score","2018","0.646655142307281"
"Benin","Negative affect","score","2018","0.467871814966202"
"Benin","Confidence in national government","score","2018","0.639219760894775"
"Benin","Standard deviation of ladder by country-year","score","2018","3.31329798698425"
"Benin","Standard deviation/Mean of ladder by country-year","score","2018","0.56931209564209"
"Benin","GINI index (World Bank estimate), average 2000-16","score","2018","0.432666666666667"
"Benin","gini of household income reported in Gallup, by wp5-year","score","2018","0.606243252754211"
"Bhutan","Happiness Score","Scale, 0=Low ; 10=High","2018","5.08209991455078"
"Bhutan","Dystopia (1.88) + residual","score","2018","1.34964942932129"
"Bhutan","Whisker-high","score","2018","5.19556283950806"
"Bhutan","Whisker-low","score","2018","4.96863698959351"
"Bhutan","GDP per capita","score","2018","0.813283860683441"
"Bhutan","Social support","score","2018","1.3207631111145"
"Bhutan","Healthy life expectancy","score","2018","0.604196667671204"
"Bhutan","Freedom to make life choices","score","2018","0.456544518470764"
"Bhutan","Generosity","score","2018","0.370482951402664"
"Bhutan","Perceptions of corruption","score","2018","0.167207896709442"
"Bolivia","Happiness Score","Scale, 0=Low ; 10=High","2018","5.77930021286011"
"Bolivia","Dystopia (1.88) + residual","score","2018","2.37558603286743"
"Bolivia","Whisker-high","score","2018","5.87589979171753"
"Bolivia","Whisker-low","score","2018","5.68270063400269"
"Bolivia","GDP per capita","score","2018","0.775684595108032"
"Bolivia","Social support","score","2018","1.20919370651245"
"Bolivia","Healthy life expectancy","score","2018","0.706299722194672"
"Bolivia","Freedom to make life choices","score","2018","0.511490106582642"
"Bolivia","Generosity","score","2018","0.136560887098312"
"Bolivia","Perceptions of corruption","score","2018","0.0644494071602821"
"Bolivia","Life Ladder","score","2018","5.91573429107666"
"Bolivia","Log GDP per capita","score","2018","8.86053085327148"
"Bolivia","Social support","score","2018","0.827159464359283"
"Bolivia","Healthy life expectancy at birth","years","2018","63.5999984741211"
"Bolivia","Freedom to make life choices","score","2018","0.863246858119965"
"Bolivia","Generosity","score","2018","-0.0875683501362801"
"Bolivia","Perceptions of corruption","score","2018","0.786044597625732"
"Bolivia","Positive affect","score","2018","0.741972625255585"
"Bolivia","Negative affect","score","2018","0.387468874454498"
"Bolivia","Confidence in national government","score","2018","0.399588227272034"
"Bolivia","Standard deviation of ladder by country-year","score","2018","2.2045419216156"
"Bolivia","Standard deviation/Mean of ladder by country-year","score","2018","0.372657358646393"
"Bolivia","GINI index (World Bank estimate), average 2000-16","score","2018","0.5216"
"Bolivia","gini of household income reported in Gallup, by wp5-year","score","2018","0.450113028287888"
"Bosnia and Herzegovina","Happiness Score","Scale, 0=Low ; 10=High","2018","5.38649988174438"
"Bosnia and Herzegovina","Dystopia (1.88) + residual","score","2018","1.90457439422607"
"Bosnia and Herzegovina","Whisker-high","score","2018","5.47727584838867"
"Bosnia and Herzegovina","Whisker-low","score","2018","5.2957239151001"
"Bosnia and Herzegovina","GDP per capita","score","2018","0.945077538490295"
"Bosnia and Herzegovina","Social support","score","2018","1.21160626411438"
"Bosnia and Herzegovina","Healthy life expectancy","score","2018","0.844562232494354"
"Bosnia and Herzegovina","Freedom to make life choices","score","2018","0.212316319346428"
"Bosnia and Herzegovina","Generosity","score","2018","0.262889266014099"
"Bosnia and Herzegovina","Perceptions of corruption","score","2018","0.00552299758419394"
"Bosnia and Herzegovina","Life Ladder","score","2018","5.88740110397339"
"Bosnia and Herzegovina","Log GDP per capita","score","2018","9.40272617340088"
"Bosnia and Herzegovina","Social support","score","2018","0.835889577865601"
"Bosnia and Herzegovina","Healthy life expectancy at birth","years","2018","67.8000030517578"
"Bosnia and Herzegovina","Freedom to make life choices","score","2018","0.658846437931061"
"Bosnia and Herzegovina","Generosity","score","2018","0.124626904726028"
"Bosnia and Herzegovina","Perceptions of corruption","score","2018","0.9128577709198"
"Bosnia and Herzegovina","Positive affect","score","2018","0.642939507961273"
"Bosnia and Herzegovina","Negative affect","score","2018","0.277365058660507"
"Bosnia and Herzegovina","Confidence in national government","score","2018","0.254097163677216"
"Bosnia and Herzegovina","Standard deviation of ladder by country-year","score","2018","1.98775029182434"
"Bosnia and Herzegovina","Standard deviation/Mean of ladder by country-year","score","2018","0.337627798318863"
"Bosnia and Herzegovina","GINI index (World Bank estimate), average 2000-16","score","2018","0.3256"
"Bosnia and Herzegovina","gini of household income reported in Gallup, by wp5-year","score","2018","0.385817497968674"
"Bosnia and Herzegovina","Most people can be trusted, WVS round 1994-1998","score","2018","0.247500002384186"
"Bosnia and Herzegovina","Most people can be trusted, WVS round 1999-2004","score","2018","0.155833333730698"
"Botswana","Happiness Score","Scale, 0=Low ; 10=High","2018","3.48839998245239"
"Botswana","Dystopia (1.88) + residual","score","2018","0.18326735496521"
"Botswana","Whisker-high","score","2018","3.61143565177917"
"Botswana","Whisker-low","score","2018","3.36536431312561"
"Botswana","GDP per capita","score","2018","1.04094457626343"
"Botswana","Social support","score","2018","1.14531767368317"
"Botswana","Healthy life expectancy","score","2018","0.538402438163757"
"Botswana","Freedom to make life choices","score","2018","0.455443173646927"
"Botswana","Generosity","score","2018","0.024992935359478"
"Botswana","Perceptions of corruption","score","2018","0.100037552416325"
"Botswana","Life Ladder","score","2018","3.46136569976807"
"Botswana","Log GDP per capita","score","2018","9.68022632598877"
"Botswana","Social support","score","2018","0.794936001300812"
"Botswana","Healthy life expectancy at birth","years","2018","58.9000015258789"
"Botswana","Freedom to make life choices","score","2018","0.817621111869812"
"Botswana","Generosity","score","2018","-0.259084016084671"
"Botswana","Perceptions of corruption","score","2018","0.806945443153381"
"Botswana","Positive affect","score","2018","0.729643225669861"
"Botswana","Negative affect","score","2018","0.267083704471588"
"Botswana","Confidence in national government","score","2018","0.718788146972656"
"Botswana","Standard deviation of ladder by country-year","score","2018","2.63789248466492"
"Botswana","Standard deviation/Mean of ladder by country-year","score","2018","0.762095868587494"
"Botswana","GINI index (World Bank estimate), average 2000-16","score","2018","0.626"
"Botswana","gini of household income reported in Gallup, by wp5-year","score","2018","0.616160452365875"
"Brazil","Happiness Score","Scale, 0=Low ; 10=High","2018","6.29979991912842"
"Brazil","Dystopia (1.88) + residual","score","2018","2.48029398918152"
"Brazil","Whisker-high","score","2018","6.40267038345337"
"Brazil","Whisker-low","score","2018","6.19692945480347"
"Brazil","GDP per capita","score","2018","1.00413811206818"
"Brazil","Social support","score","2018","1.43889820575714"
"Brazil","Healthy life expectancy","score","2018","0.801733672618866"
"Brazil","Freedom to make life choices","score","2018","0.389860838651657"
"Brazil","Generosity","score","2018","0.0992254167795181"
"Brazil","Perceptions of corruption","score","2018","0.0856592208147049"
"Brazil","Life Ladder","score","2018","6.19092178344727"
"Brazil","Log GDP per capita","score","2018","9.55793285369873"
"Brazil","Social support","score","2018","0.881505250930786"
"Brazil","Healthy life expectancy at birth","years","2018","66.4000015258789"
"Brazil","Freedom to make life choices","score","2018","0.750609040260315"
"Brazil","Generosity","score","2018","-0.126326516270638"
"Brazil","Perceptions of corruption","score","2018","0.763251304626465"
"Brazil","Positive affect","score","2018","0.749727845191956"
"Brazil","Negative affect","score","2018","0.349656254053116"
"Brazil","Confidence in national government","score","2018","0.168186649680138"
"Brazil","Standard deviation of ladder by country-year","score","2018","2.63786721229553"
"Brazil","Standard deviation/Mean of ladder by country-year","score","2018","0.426086336374283"
"Brazil","GINI index (World Bank estimate), average 2000-16","score","2018","0.547285714285714"
"Brazil","gini of household income reported in Gallup, by wp5-year","score","2018","0.420397132635117"
"Brazil","Most people can be trusted, WVS round 1989-1993","score","2018","0.0660198628902435"
"Brazil","Most people can be trusted, WVS round 2005-2009","score","2018","0.0938110947608948"
"Brazil","Most people can be trusted, WVS round 2010-2014","score","2018","0.0706378445029259"
"Bulgaria","Happiness Score","Scale, 0=Low ; 10=High","2018","5.01100015640259"
"Bulgaria","Dystopia (1.88) + residual","score","2018","1.19527101516724"
"Bulgaria","Whisker-high","score","2018","5.09769868850708"
"Bulgaria","Whisker-low","score","2018","4.9243016242981"
"Bulgaria","GDP per capita","score","2018","1.09151208400726"
"Bulgaria","Social support","score","2018","1.51342511177063"
"Bulgaria","Healthy life expectancy","score","2018","0.814920544624329"
"Bulgaria","Freedom to make life choices","score","2018","0.310784578323364"
"Bulgaria","Generosity","score","2018","0.0807363018393517"
"Bulgaria","Perceptions of corruption","score","2018","0.00436103297397494"
"Bulgaria","Life Ladder","score","2018","5.09881353378296"
"Bulgaria","Log GDP per capita","score","2018","9.87321853637695"
